,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state
150808,411 W University Ave,FtP7tGijCE22NLehIUo-Ug,Champaign,40.1159804,-88.249883,"Erwin, Martinkus, & Cole",61820,4,1.0,IL
150978,607 S 6th St,vAUDxhbsWZKI8NJlsYwCMA,Champaign,40.1114257,-88.2304288,Flat Top Grill,61820,87,3.0,IL
151197,,u02xse4VO7lkyF4r7ARNdw,Champaign,40.1166102,-88.2412504,Suburban Express,61820,99,1.5,IL
151211,411 E Green St,b8iHKolCsC4ZTM8X9-L01A,Champaign,40.1101088,-88.2323072,Pizza Hut,61820,15,2.5,IL
151430,606 N Country Fair Dr,fB_6MXGWPrhAOuozcDoPtg,Champaign,40.1221904837,-88.2815611589,Cloud 9 Auto Detail,61821,5,5.0,IL
151530,913 W Marketview Dr,x792tXM8gIf6-nU2IiiAEQ,Champaign,40.1377293292,-88.2586995927,Five Guys Burgers & Fries,61822,23,3.0,IL
151573,908 E Main St,SrhiDE3sOswF096hB1YeyA,Urbana,40.1131959,-88.1972435,Good Friends Animal Hospital,61802,9,4.5,IL
151585,703 N Cunningham Ave,RhbvneDMmf7TWJRs_jTaQw,Urbana,40.1191322,-88.2038973,M & M Auto Sales,61802,5,2.5,IL
151650,306 E Green St,fT03APABSohzUVURVT05Og,Champaign,40.1105499134,-88.2345301285,Evergreen Tobacco,61820,4,2.0,IL
151738,43 E Green St,dKncjeWnvdqYiNC8l26fog,Champaign,40.1097893,-88.2408101,Jimmy John's,61820,18,3.0,IL
151760,"16375 Monterey Rd, Ste E",lfK_nFK50w2Gr6IMZviyIQ,Morgan Hill,33.3100827058,-111.8970022433,Sabai Beauty & Wellness,95037,29,4.0,CA
151807,59 E Green St,PeZu37TOMW3S9UuB6QUmDA,Champaign,40.1099695,-88.2391517,Super Pantry,61820,3,2.0,IL
151839,1905 N Neil St,2YnUIGGmhoJX4Cd61nQLkg,Champaign,40.1399247,-88.2458532,Za's Italian Cafe,61820,32,3.0,IL
152008,208 N 1st St,hJAp7xl7gDr4PdKBvqrXQQ,Saint Joseph,40.118027,-88.238499,Kelso Heating & Cooling,61873,3,3.5,IL
152024,1312 W Church St,iLPBZ_ic0LyiviqfXbkjwg,Champaign,40.1185216,-88.2685325,Hubers,61821,10,4.0,IL
152355,101 S Mattis,EsYPn6FsVa7weMdgHwFfEA,Champaign,40.1163330078,-88.2770309448,Thornton's Oil Company,61821,6,4.0,IL
152357,405 E University Ave,QdganL5AW9E_fNoRVroLig,Champaign,40.1160086,-88.2328539,Golden Wok,61820,111,4.0,IL
152442,1002 Commercial Dr,WNaPTdGUMiBZpA5MFMZ4-A,Mahomet,40.1953569,-88.4258636,Mahomet Family Restaurant,61853,22,3.5,IL
152469,156 C Lincoln Square,pH72Y8aqqJlq3bgtj-d3UA,Urbana,40.1112419,-88.2072116,The Great Impasta,61801,26,3.0,IL
152556,302 S Neil St,Q8kTugdx8Iw5AzRzz6qd8w,Champaign,40.113786,-88.243041,Chester's BBQ,61820,8,4.0,IL
152833,1002 N Cunningham Ave,C1uqM8hRdRW0GImkDHNqsg,Urbana,40.1222212,-88.2014691,Blossom Basket Florist,61802,24,4.5,IL
153075,1409 S Neil St,AtLv64FV-Pw6JuT3XUKU1g,Champaign,40.0995845,-88.2443792,Gumby's Pizza,61820,41,3.5,IL
153175,401 S 1st St,D-B5LsTHJgrhsHVex4gyHA,Champaign,40.112801,-88.239078,Layalina Mediterranean Grill,61820,47,3.5,IL
153460,1707 S. Neil Street,c9PkUjunOI49r9oO4ZJcmQ,Champaign,40.096139,-88.245141,Taco Bell,61820,19,2.5,IL
153519,"14 E Anthony Dr, Ste A",kOyeZ4bBcA0_l1KPmlDDjQ,Champaign,40.136665,-88.2424294,Family Dental Care of Champaign,61820,6,1.5,IL
153635,402 W Center St,W7KtVjq4R_5F5EwbCBENQw,Monticello,40.028317,-88.574491,Golden Kitchen,61856,5,4.5,IL
153684,35 E Marketview Dr,8I2cyF1vbJioj5kxvbW0PQ,Champaign,40.137512,-88.240874,P K Jewelry Repair,61820,7,5.0,IL
153756,118 N Neil St,0FrYsoVHheQGoXEQsH2d2Q,Champaign,40.1170954,-88.2432992,Aroma Cafe,61820,133,4.5,IL
153818,2027 S Neil St,V8cUCiIsactM-_TdoBDn_w,Champaign,40.0909965,-88.2474822,Salon Xpression,61820,18,4.0,IL
153982,3509 N Cunningham Ave,rlb0nl3JvGmi7XnSKyVHlQ,Urbana,40.1502878,-88.1864223,Dillman Brothers of Illinois,61802,8,2.5,IL
153989,901 W Anthony Dr,dKeGw0LMgaSFIPZBV-yDOQ,Champaign,40.1373274646,-88.2586348057,Mattress Firm Champaign,61822,9,4.5,IL
154063,105 N Mattis Ave,ldKrUirpZZ6JDnNwOwLpvw,Champaign,40.1170483,-88.2783637,Ichiban Buffet,61821,34,3.0,IL
154134,60 E Green Street,VIJ2KiDKhUVhhpNylEIfog,Champaign,40.1104086,-88.2389546,Maize Mexican Grill,61820,530,4.5,IL
154385,904 W Green St,bAFgHFzpG_raPPGZgDCw4g,Urbana,40.1108869,-88.2199013,Hendrick House Food Truck,61801,5,4.5,IL
154602,219 West Washington St,KSTMUvXUN4WuwhpW4jbiSg,Monticello,40.0253328,-88.5734094,FieldHouse 219,61856,4,4.0,IL
154616,415 N Dunlap Ave,qo5zH2vfCduPSZzmZfJzEg,Savoy,40.0575763,-88.2516321,Savoy Post Office,61874,8,4.0,IL
154629,1306 E Florida Ave,wpGJqeVwtO_dPEG0HFQ0SA,Urbana,40.0985832214,-88.1928024292,R & H Cab,61801,12,5.0,IL
154633,522 E Green St,UUsS7SrTQQ2AvvpslfrvFA,Champaign,40.1104968,-88.2311706,Legends,61820,83,3.5,IL
154777,25 E Springfield Ave,hMgIF04rrJ7oB1lGIpFt5w,Champaign,40.112114,-88.241292,South China Restaurant,61820,35,3.5,IL
154929,300 S Broadway Ave,zCkOZDrNiMxriGc_Xuc6Dw,Urbana,40.1106537,-88.2074643,Calico Jewelry,61801,3,2.5,IL
155038,901 W Anthony Dr,_zviKOPGw65MAnNjzFXSug,Champaign,40.1374723,-88.2586063,Lone Star Steakhouse & Saloon,61821,4,3.0,IL
155065,1307 E Florida Ave,4Vig7oCo9P-j2OnPUfaXCA,Urbana,40.0980033,-88.1927509,Papa John's Pizza,61801,5,2.0,IL
155125,1501 N Prospect Ave,mtQegvq9xW-qw-3EOswZMg,Champaign,40.131149,-88.258386,Good Vibes Sound,61820,4,4.0,IL
155181,"907 W Marketview Dr, Ste 3",t8WAeWkpMgb_hDuFs5wVyA,Champaign,40.1377416,-88.2608328,Red Wing Shoe Store,61822,3,2.5,IL
155530,2117 N Prospect Ave,lXH-2--dUls3FSPsnJFbPQ,Champaign,40.142386,-88.257877,Best Buy Champaign,61822,24,2.5,IL
155568,1101 N Country Fair Dr,WRmwjgUodnD6BIwxDtk3aQ,Champaign,40.126947,-88.280964,Tatman's Collision Repair,61821,4,4.0,IL
155593,1976 Round Barn Rd,QI5Mwy71How6E-KCtHp5Jg,Champaign,40.1111124,-88.2820034,Queen's Nails,61821,9,3.5,IL
155703,2001 N Moreland Blvd,GY7N2o1SGIUgSz1WCIo-HQ,Champaign,40.14008,-88.252512,88 West Apartments,61822,3,1.5,IL
156051,"220 W Washington St, Ste 1",VeQa2vO5rGDcTiAMTrOooA,Monticello,40.0256607,-88.5734181,Any Frequency,61856,3,3.5,IL
156066,2010 N Prospect Ave,ZGIkQIh3KTLM1yOCNpvU5Q,Champaign,40.1404083,-88.2573124766,Steak â€™n Shake,61822,44,2.0,IL
156154,2102 W Springfield Ave,xE4WM5ZvtBkFnojFUTQfqg,Champaign,40.1132173068,-88.2831241065,Wienerschnitzel,61821,8,4.0,IL
156190,601 S Vine St,WyuXAT4QZFqI1eOpwLgtjg,Urbana,40.1081787,-88.2052186,First Mid Bank & Trust,61801,3,2.5,IL
156286,1153 County Rd 1500 E,adMqhdXZmlZxUBjyyJEyiA,Champaign,40.0981616,-88.2639552,Property Management People,61822,3,3.5,IL
156422,229 S Mattis Ave,8JadBN3TgJ0vP7iqhe2iug,Champaign,40.1149693541,-88.279515736,Gene's Barber Shop,61821,4,4.5,IL
156482,1808 C Round Barn Rd,cP8ErpZfRzdVR5Fvks-pnQ,Champaign,40.1115366,-88.277709,The Pottery Place,61821,8,4.5,IL
156667,1003 University,KCQNEIvtU48Mh07uS-_Gvw,Urbana,40.11634,-88.22085,Taco Bell,61801,29,2.5,IL
156710,202 W Anthony Dr,CpNMXASiwtJv5eCDf0n63g,Champaign,40.136796,-88.245076,Alexander's Steakhouse,61821,72,3.0,IL
156792,"1 E Main St, Ste 108",rP-MueqMyZbiDbOEUELXtQ,Champaign,40.118413,-88.2430914,Snow Meets Coffee,61820,62,4.5,IL
156871,760 W Champaign Ave,HT1Y9Q1nkSqve-xxgfEQwQ,Rantoul,40.3087668,-88.1742806,Arby's,61866,5,3.0,IL
156897,1917 Moreland Blvd,8vtBOezjz9czHfDCzHm1_A,Champaign,40.1391254,-88.2517842,Candlewood Suites Champaign-Urbana Univ Area,61822,6,3.5,IL
157120,2016 N Prospect Ave,M7cRkTVjtwV4bBSF1x6USg,Champaign,40.1406457,-88.2551678,Sally Beauty Supply,61822,3,4.0,IL
157171,1320 State Rt 9,V-uUDuDnUMqUWPjNULqPOA,Champlain,44.9941183,-73.454665,Freeport Forwarding,12919,3,3.0,NY
157454,710 W Champaign Ave,tkbRjBlZm7ngEVSu22n0vg,Rantoul,40.308798,-88.173072,Jimmy John's,61866,3,3.5,IL
157523,509 E Green St,yAHU4LB7UkwaQlxLgbH61g,Champaign,40.110053,-88.2308539,Campus Nails,61820,13,2.0,IL
157557,409 N Mattis Ave,5dCJy5oH6ZHqB_7cx76DhA,Champaign,40.1202096,-88.2772715,Pizza Hut,61821,15,1.5,IL
157721,114 N Vine St,miMx3VNOW8qPJC5wEGaIOw,Urbana,40.1132039812,-88.2031739193,Xinh Xinh Cafe,61802,185,4.0,IL
157819,420 W Towncenter Blvd,VSkNNLEGTwVCjXTqQ4rCrg,Champaign,40.142298,-88.249537,Freddy's Frozen Custard & Steakburgers,61822,24,3.0,IL
157993,"723 S Neil St, Ste 104",9blzfKUQ7nsWvNM5L4OhCg,Champaign,40.1071261,-88.243912,Titan Games,61820,15,5.0,IL
158044,1508 N Cunningham Ave,Fo1VZNRK9Prl8oBlpSYXkA,Urbana,40.1266517,-88.1979037,Harbor Freight Tools,61802,3,2.5,IL
158329,502 W Windsor Rd,v-ZlnT-EQC2MJ3VgBUPMsA,Champaign,40.0840194,-88.250455,Busey,61820,8,2.5,IL
158341,2501 N. Prospect Ave,VsLcYJHIat78FUyP08GusA,Champaign,40.1451769,-88.258404,Boston Pizza,61821,5,1.5,IL
158400,1801 W Springfield Ave,yiWYJnHngOJWuP_CFP6Itw,Champaign,40.114051,-88.277009,Jimmy John's,61821,9,3.5,IL
158540,"700 S Gregory St, Ste D",HAgPykErkXpPJlwOHbY01Q,Urbana,40.1065109,-88.2218027,J Gumbo's,61801,88,4.0,IL
158707,", 508 E Green St",o-xFcSeSycAfqplklC222Q,Champaign,40.110827,-88.231612,One World Pizza,61820,13,3.5,IL
158761,1325 N Dunlap Ave,Gn68S8dMawWtjaiNNAHQbQ,Savoy,40.07145,-88.249365,Spaghetti Shop,61874,3,2.5,IL
158920,201 N Lombard,pnC73AlRWa1MWlIpZe3N1A,Mahomet,40.1955803184,-88.4000484008,Doughbelly Subs,61853,4,4.0,IL
159030,841 Bloomington Rd,9qnlmW_Az2itTy0fmoE-7Q,Champaign,40.1311641,-88.2569454,Walgreens,61820,3,4.0,IL
159063,2043 S Neil St,_TWp4gqGF7tQUGloTClcNg,Champaign,40.0900638618,-88.2464063362,Brixx Wood Fired Pizza,61820,73,3.0,IL
159092,311 S Neil St,MctS0Hqg4O1cRALdUhUlOg,Champaign,40.1133721026,-88.2440236025,Champaign True Tires,61820,4,5.0,IL
159097,505 S Neil St,N9bjF5E2ms6fSWEMmvt39w,Champaign,40.1111456,-88.2441689,Pickles,61820,6,2.0,IL
159140,503 E John St,FS1nruhbzkmKp0b2G1OnnQ,Champaign,40.1087243,-88.2315754,Hillel Foundation,61820,3,5.0,IL
159299,142 Lincoln Sq,EI1JbmO_Le9u3qaYJtlMjA,Urbana,40.1112417,-88.2071629,Black Rock Pizza,61801,3,4.5,IL
159317,"1207 S Mattis Ave, Ste 2",yDMsKLjzikaaMomQm_FCQA,Champaign,40.103025,-88.2771005,Champaign Chiropractic Clinic,61821,9,4.0,IL
159338,2918 Crossing Ct,3iewRRYvMWqXEmpQLDmJBg,Champaign,40.08514,-88.294407,T L Jones Salon,61822,7,5.0,IL
159387,305 E  Ave,iAjiATPkHbgdmYXEdGk7tQ,Ogden,40.1120432,-87.9565923,Champaign-Danville Overhead Doors,61859,5,4.0,IL
159388,608 E Daniel St,mG3HelRtZVLO3QTYcX4g8Q,Champaign,40.108173,-88.229887,C.O. Daniel's,61820,8,2.5,IL
159419,1201 S Neil St,u8C8pRvaHXg3PgDrsUHJHQ,Champaign,40.1032417,-88.2441637,Papa Del's Pizza,61820,402,3.5,IL
159434,,zCNMoBV429t3m1KudMuHGA,Champaign,40.1017582,-88.2753144,Jennifer Allen Therapies,61821,8,5.0,IL
159668,523 W Town Center Blvd,U8VXQaeog9wb_Y6hCkfitg,Champaign,40.141473691,-88.2520852472,Super Taco,61822,34,3.5,IL
159747,2501 Village Green Pl,uzpdcxvlKx5BuoWU3NRHbA,Champaign,40.081711927,-88.2963885071,Minneci's at the Crossing,61822,42,3.0,IL
159784,119 E University Ave,fZQ3QjGMRELHG9f0WnN8vw,Champaign,40.1159983,-88.2378273,The Habitat for Humanity ReStore,61820,24,4.5,IL
159887,,zCCd58xXhpYkrqsuN1OnYg,Sacramento,36.0401213,-115.0274541,Seacoast Garage Door,,3,1.0,CA
159917,"707 S 6th St, Ste 1",XPgBHiOKETheAfWSrgCudw,Champaign,40.1096492,-88.230676,Lando Salon,61820,28,3.5,IL
159944,111 Convenience Ctr Rd,k1cD9hgD5E-_GF_RR6-J7A,Champaign,40.1385227,-88.2405525,Office Depot,61820,3,3.5,IL
160065,122 N Charter St,NdSfKZuIIrWS1cq9V_9p6Q,Monticello,40.0260935,-88.5727816,Subway,61856,3,3.5,IL
160110,1110 W Bloomington Rd,ngtE0_BO24L_AKDxDIvDYg,Champaign,40.1355407402,-88.2646446209,Gerber Collision & Glass,61821,14,2.5,IL
160150,303 Cedar St,JPEYaTqH6NMYIshECydAyw,Champaign,40.098746,-88.247057,Lee's Oriental Foods,61820,3,3.5,IL
160221,302 W Kirby Ave,tr_xyTPLCy_iBhg6GFL2Rw,Champaign,40.098318,-88.2468743,Browne's Fine Jewelry,61820,9,4.0,IL
160283,1903 N Neil St,wSov0LEvpLIzVqBQR8BInw,Champaign,40.1394839908,-88.2447656474,Verizon Wireless,61820,3,2.5,IL
160467,909 W Marketview Dr,3sSn6wGpFRs7YTB2GRnETw,Champaign,40.138458,-88.260871,T Mobile Baytowne Shopps,61822,3,1.5,IL
160507,608 E University Ave,z7ZnFUfm06MonxjlQYWXZg,Champaign,40.1166758,-88.229763,Latitude,61820,3,3.5,IL
160556,2502 Village Green Pl,1KGLQ6Sxji5jqsQnsC6fdQ,Champaign,40.081896,-88.295835,MezzaLuna,61822,9,3.0,IL
160651,,GCKwJY2KNoNdGHx9Hzr9Wg,Urbana,40.1059233,-88.2120315,Arrow Taxicab Service,61801,6,4.5,IL
160925,106 W Main St,7Vaj54SeGM3RupuvNlccOw,Urbana,40.1127464,-88.2077222,Heel To Toe,61801,24,3.5,IL
161148,505 S Dunlap Ave,ka_oewRLyrXeX3NXakQwvA,Savoy,40.0489585,-88.2562,Walmart,61874,11,2.0,IL
161234,607 S Wright St,ZMcbVIEXsLO7j1Q1GXKPSw,Champaign,40.1112117,-88.2290795,A-Ri-Rang,61820,54,3.5,IL
161325,2000 N Neil St,7nwdI1IGQicFAkYljdfjjg,Champaign,40.142119,-88.24319,Tradehome Shoes,61820,4,5.0,IL
161335,231 S Mattis Ave,pSNoCTOMGkB6SLb-A77yYQ,Champaign,40.1148877422,-88.2789122513,Karen's Kloset,61821,11,3.0,IL
161484,703 N Prospect Ave,IWFiKOfltNWN2hsKqIZK0w,Champaign,40.122513,-88.258227,The Neighbors At The Ice House,61821,10,5.0,IL
161503,400 W Center St,MNo2l4eFOOJqCo8PX0W12A,Monticello,40.0279187,-88.5744749,China Star Restaurant,61856,4,3.0,IL
161518,31 E Hensley,sGMKlGNc-wShORDxfyIung,Champaign,40.1847529,-88.2448423,Atlantic Services,61822,3,5.0,IL
161703,"1800 Woodfield Dr, Ste A",Kp4_pVj80xnWzAsgbacSrg,Savoy,40.0771,-88.248428,Fruhling Chiropractic & Acupuncture,61874,3,3.5,IL
161829,1517D Cr 2200E,ytlwXI6zAB1pboZgwT6aPQ,Saint Joseph,40.1003789,-88.048263,Connie's Pet Grooming,61873,3,2.5,IL
161936,2000 N Neil St,IwNXCRp7bp3BlNoUJMV3EQ,Champaign,40.1425481,-88.2427717,Motherhood Maternity,61820,3,2.0,IL
162081,1211 Savoy Plz Ln,6jsuYyjUM45WAX-6SxOQgQ,Savoy,40.0697818243,-88.2517333673,Marble Slab Creamery,61874,32,4.0,IL
162441,608 E Main St,1qxpl7TaER9i1dxpnLyl2g,Mahomet,40.19449,-88.400274,Taffies Cafe,61853,11,3.5,IL
162590,"1401 Interstate Dr, Ste B",JDXUW8KJWGkBl79EIHlqGg,Champaign,40.148066,-88.269834,Zmodo Technology,61822,4,2.0,IL
162594,1010 W University Ave,jnNzldBvALQTtnfTu_BE7g,Urbana,40.1165658,-88.2219593,Campus Circle,61801,3,3.5,IL
162796,102 W Springfield Ave,-AaP3LAwMldM3IDYbxoS9g,Champaign,40.1127639,-88.2438713,"Dankle Brunson & Lee, DDS",61820,4,4.0,IL
162853,"502 E John St, Ste 102",ewDdEJfnmGue19wrrwJwTw,Champaign,40.1092224,-88.231551,Underground Printing,61820,5,5.0,IL
163114,577 Co Rd 1600 N,yI3BBDTSIBv4MNQm_C97Tg,Champaign,40.112921,-88.355756,Pet Palace,61822,3,4.0,IL
163197,"109 N Central St, Ste 2F",Kp1R55oRGK4dAPjj91yGtw,Joliet,33.449413,-112.073808,Always Amazing Taxi and Limo,60435,4,3.0,IL
163226,616 E Green St,qFwc6pD29qnTgd9tZDRYig,Champaign,40.1104701667,-88.2294295728,Panera Bread,61820,24,2.5,IL
163250,519 E Green St,D1NESoG1U9hVG52h7JDu0A,Champaign,40.1100984,-88.230677,Gameday Spirit,61820,4,4.0,IL
163334,2902 W Kirby Ace,O0T9D5frdwE-KeO3ecn3Ow,Champaign,40.0980686945,-88.2947055119,Ace Hardware,61821,4,4.5,IL
163396,2502 Village Green Pl,7m8MoWuudrxU98fEw7iBIw,Champaign,40.081896,-88.295835,Sairam Om,61822,18,4.0,IL
163404,715 S Neil St,m3qsb7Xf9Pivg9GAvx-gog,Champaign,40.107869,-88.2435628,Kamakura Japanese Restaurant,61820,58,3.0,IL
163451,142 Lincoln Square,FeetKVEUVCqYfMwx4FDjiQ,Urbana,40.1102781403,-88.2073321876,Spark Museum Play Cafe,61801,4,5.0,IL
163526,1011 Pacesetter Dr,nYruWLwbN1b7TcVzPoB82A,Rantoul,40.2950746,-88.1514683,Chanute Air Museum,61866,3,4.5,IL
163734,3825 Craig Crossing Dr,2Gc0f44JbkQBMoImlhDf9g,North Las Vegas,36.2381346,-115.1906098,Tribeca North Luxury Apartments Homes,89032,14,2.5,NY
164045,"702 Bloomington Rd, Ste 205",YklSTCQsb1chav_BqvKfUg,Champaign,40.1304712,-88.2533431,Rueck Insurance,61820,9,4.5,IL
164069,2040 Lon Dr,ucBvAmB-4ZrXZctmFDyjIg,Rantoul,40.314139,-88.128783,Baldwin Asylum Haunted House,61866,4,4.5,IL
164644,407 S Neil St,w4TxhhmOus435QA6bi82CQ,Champaign,40.1118655,-88.2438936,Champaign Auto Sales,61820,3,1.0,IL
164804,872 County Road 1000 N,0M64gsVxtXnUcTADQPAvCQ,Champaign,40.026186,-88.2990787,Champaign Marathon,61822,3,2.5,IL
164832,2009 N Prospect Ave,Fa9X_D9LfNqAUHcG_smSWg,Champaign,40.139476,-88.259877,Dollar Tree,61822,3,4.0,IL
164867,"2000 N Neil St, Ste 714",TQg3tu8U3x8OaC2R4KKh7g,Champaign,40.1411129848,-88.2446333333,Mango Mango Creamery,61820,7,4.0,IL
164885,"905 S Neil, Unit D",fffEiPIzk0YIqElkYo5S2g,Champaign,40.105187,-88.243851,May's Alterations,61820,19,4.0,IL
165015,2000 N Neil St,K2lscpx0S9wpqNz0s9AIwQ,Champaign,40.1422324798,-88.2446145825,Giordano's - Champaign,61820,49,3.0,IL
165073,44 E University Ave,FgckrAuRyoNWZiAuSvajiQ,Champaign,40.1165366,-88.241484,Jon's Pipe Shop,61820,12,4.0,IL
165314,2128 County Road 900 E,-B1en4UZJzJEBiFjp1OJSQ,Champaign,40.190167,-88.2955253,Wedding Cakes by Rosie,61822,3,5.0,IL
166123,"1710 S Neil St, Ste 1",LcD9KtQ52qTwhJEahO8ohQ,Champaign,40.0947798,-88.2448674,Barr Real Estate,61820,4,1.0,IL
166233,,OYDJfxJHHKAWPlqAg4IuNw,Champaign,40.1017582,-88.2753144,Helmuth Garage Door,61821,7,3.0,IL
166317,"707 S 6th St, Ste 105",0JuoeJqTVTBgsyQ-evN_Pw,Champaign,40.1097270563,-88.2307116687,Artbox,61820,3,4.0,IL
166337,907 West Marketview Drive,3B74iILT_W1ptfQeW7pIYQ,Champaign,40.137778,-88.261075,Buffalo Wild Wings,61822,36,2.5,IL
166493,,Q0SDXwQN5IcIkuQu6ka0nQ,Saint Joseph,40.1129876557,-88.0402392894,Jack Flash,61873,3,5.0,IL
166613,212 W Washington St,ImSA-iQAAV_mHd32y4VIVA,Monticello,40.025688,-88.5731549,The Brown Bag Deli Restaurant,61856,40,4.5,IL
166694,205 N Market St,5TQ_BePxXGNOlgAZN6wDSA,Champaign,40.1171407,-88.2414942,The Dragons Table,61820,4,4.5,IL
166986,2002 Glen Park Dr,0ik4cVcAjkq6cIXerk9SzA,Champaign,40.1199299,-88.276606,Planet Fitness - Champaign,61821,23,3.5,IL
167039,2202 W Kirby Ave,DnpyaIwBnUQ7kgaX8y2jVw,Champaign,40.1001537,-88.2836045,Prairie Farm,61821,6,4.5,IL
167100,201 N Lombard St,hjo4IYguwprIJ16A8lV75A,Mahomet,40.1958657,-88.399785,Domino's Pizza,61853,3,3.5,IL
167127,104 West Ave,KZ-Bd3XFEaLcbFm5xWfaXQ,Ogden,40.1131822714,-87.9572078213,J & K Body & Paint,61859,6,5.0,IL
167275,101 N Lombard St,TD1GRFBmBmxHws0JKeY97A,Mahomet,40.194428,-88.400053,The Main Street Wingery,61853,11,3.0,IL
167336,"45 E University Ave, Ste 101",QDA9xZaX4n0H7dbkTRyCYw,Champaign,40.1157434,-88.241201,Subway,61820,6,2.0,IL
167347,621 E Green St,24UHe1SZ4cgm6u6bU_L6xA,Champaign,40.1100643,-88.229494,Sushi Rock,61820,46,3.0,IL
167359,2102 N Market St,0niOkgffJjgTA0S9fX_cgg,Champaign,40.1386254,-88.2385227,Champaign Dental Care,61822,3,2.5,IL
167547,106 West 1st St,DhmrZSIOShDDtFUeUcDIjw,Homer,40.0363689,-87.9589608,Charlie's Grub & Suds,61849,7,4.5,IL
167573,"1206 N Cunningham Ave, Ste C",2uX3dhzC-hrF5CaGquD1_Q,Urbana,40.1246351,-88.2000578,The Color Exchange Salon,61802,3,3.5,IL
167585,,antAO0QcETbQZbu0sN2fRQ,Urbana,40.1059233,-88.2120315,Jet Cab,61801,7,2.5,IL
167666,2002 E Amber Ln,Iq-u7ztPthsZzGjvftXLnQ,Urbana,40.0878276,-88.1821972,Amber Pointe Apartments,61802,4,4.0,IL
167691,510 N Cunningham Ave Suite 3,s1Xweo1ouikP7EkuEv8sOw,Urbana,40.1173824,-88.2028205,Merry Maids,61802,6,3.5,IL
167853,11 E Marketview Dr,oasj1sB0V02jtJOaXZWm-w,Champaign,40.1374191284,-88.2422919896,Sears Hometown Store,61820,3,1.0,IL
167901,210 S Race St,LMF8i38OeeGlcwU-E5TIRw,Urbana,40.1111342,-88.2088925,Urbana Landmark Hotel,61801,13,1.5,IL
167944,880 Eastview,lZQXHbyRXDjBRmsJ8naJZg,Rantoul,40.31724,-88.147528,Amazing Cab,61866,3,2.5,IL
168052,811 W Springfield Ave,P6ZV903fV-rD9pYO7WM0Pw,Champaign,40.1124122,-88.2573353,Pekara,61820,8,4.0,IL
168180,"601 S 6th St, Ste 105",Epr8Ft7LwYAzotFwxQX6uw,Champaign,40.111167,-88.230671,Latea Bubble Tea Lounge,61820,67,4.0,IL
168250,2001 Moreland Blvd,LH1ymLkoGVOzpBSrKQcUJg,Champaign,40.14008,-88.252512,Nantucket Cove Apartments,61822,7,2.5,IL
168268,716 W Town Center Blvd,VExz8Dl7hVvulketrhL34w,Champaign,40.1447746,-88.2561017,Old Navy,61822,3,3.5,IL
168413,1109 W Windsor,vVdY2qDO7dkUrU8LXYZ1uA,Champaign,40.0831798963,-88.2643084814,Green Jade,61821,32,4.0,IL
168618,"2515 North Prospect Avenue, Suite 100",RKYtD_CytoUvD_xx6UJMEg,Champaign,40.1457378,-88.2584846,Eyemart Express,61822,5,4.0,IL
168764,901 W Ford Harris Rd,fUmYKh3nIuCywJrxvWGSxQ,Champaign,40.1692615,-88.2586102,Klismith Tree Service,61822,3,5.0,IL
168797,1862 Valley Rd,0dRFng9hongv16QE976OTQ,Champaign,40.0947036,-88.2490654,McKinley Apartments,61820,3,2.5,IL
169043,805 W Ohio St,IUYpB051tcxMwZzcmZsnkQ,Urbana,40.1034801,-88.2183678,Pavlov Media,61801,12,1.0,IL
169143,508 E Green St,Hc5NrzzzL8RAnbcrIAvZug,Champaign,40.1103646,-88.2316647,Nanjing Bistro,61820,3,2.0,IL
169155,401 N Broadway Ave,3I3gl-WS7CBa41A4BDA7yw,Urbana,40.1152246,-88.2081494,Broadway Food Hall,61801,41,4.5,IL
169233,604 W Hickory St,x3xDzNJljA4WHtp0Pwk6tg,Mahomet,40.192238,-88.4158114,Mahomet Landscapes,61853,3,2.0,IL
169267,"907 W Marketview Dr, Ste 9",Pi-FF-QhIAceHEiipb2PcQ,Champaign,40.1379162,-88.260733,Shangri-La Massage,61822,5,3.5,IL
169397,"840 Eastwood Dr, Ste 12",WU7HnTim3UgqdtpKCavtOw,Mahomet,40.196776,-88.396111,Los Zarapes,61853,10,4.5,IL
169568,1121 Windsor Rd,nplkC6vnh4qT9xH-vhup6w,Champaign,40.0831795,-88.2646946,The New Sweet Indulgence,61821,36,3.0,IL
169612,1104 N Cunningham Ave,o2zAHduE6ubeqR7kaHzSvQ,Urbana,40.1236712033,-88.2006709278,Bangkok Thai & PHO 911,61802,27,3.5,IL
169678,2000 N Neil St Spc D10,xfey6Kewyw_vS6y7mRV_Sg,Champaign,40.1423319,-88.2429304,Helzberg Diamonds,61820,3,3.5,IL
169737,804 Eastwood Dr,hYeU_tJcQKw9dCcXvHiEFg,Mahomet,40.196689,-88.397169,Ace Hardware,61853,5,4.5,IL
169983,205 N Market St,pB7yPecmxoJEa0FjKdkznw,Champaign,40.1175979,-88.2413998,G-Mart Comics,61820,13,4.5,IL
169993,201 W Main St,5JJ1yA3I_rfLwpl6ouImjg,Urbana,40.112204,-88.209504,Busey,61801,4,3.0,IL
170055,401 W Kirby Ave,5-25yTP72F-G2on8tVaTTQ,Champaign,40.09783,-88.24837,Krekel's Burgers & Custard,61820,16,2.0,IL
